timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 01:15:00,41946.63,42076.31,41896.55,42043.57,146.4624,6157801.18
2024-01-01 01:16:00,42043.57,42051.22,41940.62,41959.11,224.9474,9438593.91
2024-01-01 01:17:00,41959.11,42081.83,41905.18,42030.18,54.099,2273790.09
2024-01-01 01:18:00,42030.18,42036.35,41923.26,41970.07,221.2654,9286524.61
2024-01-01 01:19:00,41970.07,42007.31,41938.33,41947.6,232.6105,9757452.03
2024-01-01 01:20:00,41947.6,42093.68,41898.95,42035.11,220.5912,9272575.28
2024-01-01 01:21:00,42035.11,42079.3,41901.12,41921.05,232.8423,9760996.48
2024-01-01 01:22:00,41921.05,42045.44,41872.41,41993.59,68.1678,2862611.4
2024-01-01 01:23:00,41993.59,42069.05,41941.26,42062.56,214.9311,9040553.64
2024-01-01 01:24:00,42062.56,42111.56,41968.33,41995.95,77.6873,3262553.07
2024-01-01 01:25:00,41995.95,42080.48,41994.53,42066.83,49.8962,2098974.34
2024-01-01 01:26:00,42066.83,42118.69,41967.6,42025.61,71.223,2993190.02
2024-01-01 01:27:00,42025.61,42083.55,41966.74,42059.57,134.9815,5677263.46
2024-01-01 01:28:00,42059.57,42171.9,42001.34,42164.98,46.2848,1951598.61
2024-01-01 01:29:00,42164.98,42291.92,42158.48,42275.99,109.7718,4640712.22
2024-01-01 01:30:00,42275.99,42349.66,42239.62,42330.84,128.8329,5453606.0
2024-01-01 01:31:00,42330.84,42365.44,42288.01,42303.29,177.7788,7520625.94
2024-01-01 01:32:00,42303.29,42358.82,42151.39,42183.7,180.4186,7610724.94
2024-01-01 01:33:00,42183.7,42282.0,42161.84,42241.76,19.3535,817526.19
2024-01-01 01:34:00,42241.76,42300.99,42222.93,42281.18,212.3078,8976623.95
2024-01-01 01:35:00,42281.18,42351.94,42262.62,42333.92,103.2814,4372308.43
2024-01-01 01:36:00,42333.92,42351.66,42302.86,42310.5,106.2707,4496365.8
2024-01-01 01:37:00,42310.5,42456.82,42256.33,42416.18,154.6477,6559565.39
2024-01-01 01:38:00,42416.18,42449.06,42368.39,42368.41,73.1546,3099444.37
2024-01-01 01:39:00,42368.41,42403.21,42312.3,42351.59,117.3171,4968564.03
2024-01-01 01:40:00,42351.59,42364.41,42309.31,42337.7,225.4928,9546849.39
2024-01-01 01:41:00,42337.7,42418.93,42332.62,42408.75,129.8321,5506017.04
2024-01-01 01:42:00,42408.75,42460.77,42359.64,42440.66,188.2823,7990822.56
2024-01-01 01:43:00,42440.66,42495.61,42428.71,42482.13,8.0575,342299.58
2024-01-01 01:44:00,42482.13,42510.64,42369.9,42420.89,20.0614,851022.46
2024-01-01 01:45:00,42420.89,42458.68,42388.69,42400.36,174.6959,7407166.25
2024-01-01 01:46:00,42400.36,42414.99,42359.64,42399.01,3.3751,143101.52
2024-01-01 01:47:00,42399.01,42505.44,42392.61,42459.24,107.4363,4561661.47
2024-01-01 01:48:00,42459.24,42516.72,42350.37,42381.45,14.4542,612588.24
2024-01-01 01:49:00,42381.45,42432.35,42293.87,42321.26,200.7513,8496048.18
2024-01-01 01:50:00,42321.26,42420.75,42285.53,42361.48,237.6098,10065502.84
2024-01-01 01:51:00,42361.48,42492.18,42318.32,42455.42,127.185,5399691.74
2024-01-01 01:52:00,42455.42,42567.63,42401.59,42534.75,186.4265,7929607.61
2024-01-01 01:53:00,42534.75,42550.31,42513.84,42528.68,160.14,6810543.85
2024-01-01 01:54:00,42528.68,42623.75,42491.07,42592.47,70.1002,2985739.4
2024-01-01 01:55:00,42592.47,42609.62,42474.77,42491.07,81.288,3454012.8
2024-01-01 01:56:00,42491.07,42509.01,42477.19,42500.7,174.0996,7399353.7
2024-01-01 01:57:00,42500.7,42554.1,42476.25,42550.25,136.5676,5810983.29
2024-01-01 01:58:00,42550.25,42562.66,42504.82,42530.03,226.3999,9628796.59
2024-01-01 01:59:00,42530.03,42591.94,42478.63,42550.21,191.8675,8164000.52
2024-01-01 02:00:00,42550.21,42550.56,42500.4,42521.5,188.8618,8030688.64
2024-01-01 02:01:00,42521.5,42663.53,42496.36,42606.33,187.3839,7983739.5
2024-01-01 02:02:00,42606.33,42653.6,42593.1,42617.4,56.4166,2404327.38
2024-01-01 02:03:00,42617.4,42619.14,42581.83,42602.0,170.4272,7260539.29
2024-01-01 02:04:00,42602.0,42611.9,42550.99,42579.04,33.6517,1432856.73
2024-01-01 02:05:00,42579.04,42610.0,42555.4,42608.38,141.9692,6049078.0
2024-01-01 02:06:00,42608.38,42646.94,42486.74,42494.88,116.5012,4950705.53
2024-01-01 02:07:00,42494.88,42517.63,42374.25,42386.95,83.0578,3520565.26
2024-01-01 02:08:00,42386.95,42472.39,42341.83,42449.65,208.3172,8842992.58
2024-01-01 02:09:00,42449.65,42454.56,42389.03,42390.19,135.7759,5755567.51
2024-01-01 02:10:00,42390.19,42531.17,42351.18,42510.17,195.7458,8321187.1
2024-01-01 02:11:00,42510.17,42591.85,42453.19,42546.59,51.4414,2188658.31
2024-01-01 02:12:00,42546.59,42555.73,42423.91,42431.48,168.0258,7129583.5
2024-01-01 02:13:00,42431.48,42459.91,42389.51,42446.84,192.1907,8157888.16
2024-01-01 02:14:00,42446.84,42483.27,42322.23,42367.1,30.4042,1288135.89
2024-01-01 02:15:00,42367.1,42501.62,42360.62,42443.74,8.3682,355179.78
2024-01-01 02:16:00,42443.74,42484.38,42341.12,42398.61,100.3703,4255560.92
2024-01-01 02:17:00,42398.61,42454.77,42357.17,42450.21,157.5561,6688290.14
2024-01-01 02:18:00,42450.21,42496.56,42303.65,42354.67,150.9021,6391407.27
2024-01-01 02:19:00,42354.67,42413.7,42216.76,42263.72,88.1065,3723709.84
2024-01-01 02:20:00,42263.72,42285.95,42216.17,42246.53,86.6253,3659619.69
2024-01-01 02:21:00,42246.53,42379.77,42240.2,42330.43,240.2753,10170957.1
2024-01-01 02:22:00,42330.43,42412.69,42287.99,42362.97,110.0008,4659960.98
2024-01-01 02:23:00,42362.97,42477.01,42346.76,42419.08,202.4334,8587038.81
2024-01-01 02:24:00,42419.08,42457.25,42392.95,42428.24,183.2945,7776863.32
2024-01-01 02:25:00,42428.24,42479.34,42322.81,42372.66,23.4924,995435.33
2024-01-01 02:26:00,42372.66,42478.88,42344.77,42464.25,153.3623,6512413.11
2024-01-01 02:27:00,42464.25,42465.97,42384.15,42435.21,47.0963,1998540.5
2024-01-01 02:28:00,42435.21,42483.08,42345.69,42366.11,220.3194,9334074.88
2024-01-01 02:29:00,42366.11,42430.97,42365.5,42414.4,237.1195,10057281.66
2024-01-01 02:30:00,42414.4,42457.6,42285.63,42314.95,190.0248,8040890.42
2024-01-01 02:31:00,42314.95,42399.45,42285.5,42360.69,198.6474,8414839.13
2024-01-01 02:32:00,42360.69,42373.99,42221.52,42263.02,77.9391,3293941.87
2024-01-01 02:33:00,42263.02,42310.99,42231.17,42282.6,107.5249,4546433.99
2024-01-01 02:34:00,42282.6,42361.47,42240.43,42341.62,69.1873,2929501.4
2024-01-01 02:35:00,42341.62,42348.86,42270.4,42281.96,31.6496,1338206.06
2024-01-01 02:36:00,42281.96,42336.3,42270.85,42290.57,55.6634,2354036.31
2024-01-01 02:37:00,42290.57,42334.04,42228.18,42286.77,132.1099,5586503.31
2024-01-01 02:38:00,42286.77,42292.81,42223.05,42234.69,58.4158,2467174.45
2024-01-01 02:39:00,42234.69,42235.54,42125.71,42157.76,70.0292,2952274.55
2024-01-01 02:40:00,42157.76,42304.79,42115.91,42271.59,33.3173,1408375.86
2024-01-01 02:41:00,42271.59,42389.47,42219.23,42360.02,144.3679,6115428.4
2024-01-01 02:42:00,42360.02,42386.45,42341.61,42352.68,14.7414,624338.84
2024-01-01 02:43:00,42352.68,42487.2,42303.35,42458.53,101.3754,4304252.56
2024-01-01 02:44:00,42458.53,42496.3,42353.09,42356.31,39.001,1651938.54
2024-01-01 02:45:00,42356.31,42389.62,42296.68,42371.39,31.376,1329444.29
2024-01-01 02:46:00,42371.39,42471.24,42323.95,42434.86,57.9704,2459966.18
2024-01-01 02:47:00,42434.86,42467.31,42408.3,42440.28,215.3213,9138296.93
2024-01-01 02:48:00,42440.28,42576.21,42403.01,42557.88,153.1885,6519376.99
2024-01-01 02:49:00,42557.88,42672.36,42545.42,42615.51,54.3342,2315481.46
2024-01-01 02:50:00,42615.51,42663.43,42605.08,42654.01,20.6161,879358.77
2024-01-01 02:51:00,42654.01,42681.04,42499.02,42534.65,74.2323,3157445.09
2024-01-01 02:52:00,42534.65,42577.07,42428.03,42470.2,114.5998,4867075.65
2024-01-01 02:53:00,42470.2,42570.61,42422.94,42515.18,157.0144,6675494.42
2024-01-01 02:54:00,42515.18,42609.88,42489.67,42553.86,137.0515,5832069.21
2024-01-01 02:55:00,42553.86,42643.8,42504.26,42589.29,19.7096,839419.62
2024-01-01 02:56:00,42589.29,42607.75,42464.18,42509.11,143.1633,6085747.21
2024-01-01 02:57:00,42509.11,42516.58,42417.06,42458.38,175.534,7452887.56
2024-01-01 02:58:00,42458.38,42594.65,42428.75,42564.62,21.9496,934275.58
2024-01-01 02:59:00,42564.62,42590.55,42434.85,42454.19,64.0912,2720941.69
2024-01-01 03:00:00,42454.19,42511.9,42305.95,42356.11,144.6494,6126784.83
2024-01-01 03:01:00,42356.11,42524.27,42315.77,42464.3,68.8387,2923188.5
2024-01-01 03:02:00,42464.3,42509.67,42325.72,42353.95,163.5744,6928020.48
2024-01-01 03:03:00,42353.95,42464.7,42318.83,42453.81,159.4266,6768267.11
2024-01-01 03:04:00,42453.81,42459.29,42430.95,42451.82,84.6605,3593991.93
2024-01-01 03:05:00,42451.82,42544.12,42432.04,42492.66,174.0311,7395042.57
2024-01-01 03:06:00,42492.66,42549.37,42393.02,42441.83,138.424,5874966.0
2024-01-01 03:07:00,42441.83,42460.7,42411.59,42430.99,242.6058,10294004.12
2024-01-01 03:08:00,42430.99,42461.86,42348.7,42407.99,165.0998,7001549.52
2024-01-01 03:09:00,42407.99,42443.01,42396.73,42418.21,91.7213,3890652.72
2024-01-01 03:10:00,42418.21,42517.28,42372.61,42479.76,52.4824,2229441.49
2024-01-01 03:11:00,42479.76,42547.23,42453.47,42491.57,175.166,7443078.8
2024-01-01 03:12:00,42491.57,42549.96,42364.18,42400.71,61.3458,2601104.42
2024-01-01 03:13:00,42400.71,42433.76,42285.59,42318.72,25.1159,1062872.07
2024-01-01 03:14:00,42318.72,42491.64,42291.04,42436.87,31.1316,1321127.73
2024-01-01 03:15:00,42436.87,42546.48,42393.87,42516.58,128.2003,5450636.58
2024-01-01 03:16:00,42516.58,42566.66,42403.39,42462.2,62.4453,2651563.44
2024-01-01 03:17:00,42462.2,42497.52,42406.89,42474.51,128.0437,5438594.58
2024-01-01 03:18:00,42474.51,42617.39,42457.93,42565.54,197.9215,8424637.68
2024-01-01 03:19:00,42565.54,42621.6,42514.67,42545.13,205.4963,8742865.49
2024-01-01 03:20:00,42545.13,42563.04,42457.8,42493.01,249.7278,10611685.32
2024-01-01 03:21:00,42493.01,42501.93,42458.21,42490.53,87.5907,3721776.42
2024-01-01 03:22:00,42490.53,42535.59,42463.2,42502.99,81.8008,3476777.46
2024-01-01 03:23:00,42502.99,42544.84,42393.95,42428.26,59.9235,2542449.38
2024-01-01 03:24:00,42428.26,42497.01,42383.58,42494.39,176.8965,7517109.91
2024-01-01 03:25:00,42494.39,42592.3,42454.57,42569.13,205.5454,8749888.66
2024-01-01 03:26:00,42569.13,42714.25,42566.91,42684.53,126.5682,5402503.96
2024-01-01 03:27:00,42684.53,42758.35,42632.08,42706.17,111.1959,4748752.74
2024-01-01 03:28:00,42706.17,42739.81,42662.82,42712.4,103.6747,4428195.0
2024-01-01 03:29:00,42712.4,42758.81,42684.23,42749.55,242.3625,10360886.86
2024-01-01 03:30:00,42749.55,42791.11,42671.81,42710.8,213.2378,9107556.86
2024-01-01 03:31:00,42710.8,42846.92,42688.0,42795.36,80.532,3446394.69
2024-01-01 03:32:00,42795.36,42893.42,42743.02,42847.85,10.903,467169.17
2024-01-01 03:33:00,42847.85,42885.72,42689.02,42744.28,249.3616,10658782.23
2024-01-01 03:34:00,42744.28,42829.54,42738.37,42803.5,159.1695,6813010.0
2024-01-01 03:35:00,42803.5,42919.54,42761.86,42892.92,226.0492,9695908.56
2024-01-01 03:36:00,42892.92,42940.69,42766.35,42783.96,94.9606,4062789.77
2024-01-01 03:37:00,42783.96,42815.83,42664.94,42698.89,198.5448,8477644.49
2024-01-01 03:38:00,42698.89,42703.63,42567.44,42619.69,155.6882,6635381.5
2024-01-01 03:39:00,42619.69,42674.46,42548.9,42557.49,116.3652,4952209.75
2024-01-01 03:40:00,42557.49,42572.81,42497.88,42498.44,201.549,8565518.84
2024-01-01 03:41:00,42498.44,42635.39,42488.96,42594.73,111.549,4751399.33
2024-01-01 03:42:00,42594.73,42629.99,42519.33,42557.67,107.2286,4563399.99
2024-01-01 03:43:00,42557.67,42608.39,42485.74,42497.69,97.4039,4139442.1
2024-01-01 03:44:00,42497.69,42511.93,42459.35,42493.66,144.5534,6142601.65
2024-01-01 03:45:00,42493.66,42629.62,42434.99,42611.91,165.241,7041234.16
2024-01-01 03:46:00,42611.91,42645.86,42516.64,42557.78,186.6779,7944596.58
2024-01-01 03:47:00,42557.78,42594.17,42419.75,42449.55,226.2305,9603384.48
2024-01-01 03:48:00,42449.55,42497.49,42361.82,42398.24,89.3756,3789368.12
2024-01-01 03:49:00,42398.24,42468.28,42357.58,42431.03,180.7902,7671115.9
2024-01-01 03:50:00,42431.03,42519.53,42393.33,42469.23,226.0441,9599920.36
2024-01-01 03:51:00,42469.23,42522.89,42442.78,42504.35,145.7343,6194342.55
2024-01-01 03:52:00,42504.35,42565.53,42486.65,42560.12,187.3753,7974713.53
2024-01-01 03:53:00,42560.12,42568.05,42449.91,42482.27,242.9294,10320194.21
2024-01-01 03:54:00,42482.27,42544.49,42432.45,42489.68,65.7286,2792786.33
2024-01-01 03:55:00,42489.68,42596.52,42441.29,42567.6,187.1467,7966387.59
2024-01-01 03:56:00,42567.6,42574.52,42471.12,42528.9,36.9077,1569645.44
2024-01-01 03:57:00,42528.9,42692.47,42485.44,42640.86,245.0257,10448104.73
2024-01-01 03:58:00,42640.86,42801.28,42618.91,42753.0,198.0891,8468904.77
2024-01-01 03:59:00,42753.0,42785.2,42609.05,42636.34,168.8614,7199634.02
2024-01-01 04:00:00,42636.34,42712.78,42587.0,42677.7,235.1924,10037471.08
2024-01-01 04:01:00,42677.7,42691.73,42582.21,42583.71,221.2902,9423358.74
2024-01-01 04:02:00,42583.71,42653.36,42570.42,42598.44,17.6778,753047.9
2024-01-01 04:03:00,42598.44,42730.73,42580.31,42676.17,103.2574,4406629.14
2024-01-01 04:04:00,42676.17,42732.95,42571.45,42589.72,124.1709,5288403.63
2024-01-01 04:05:00,42589.72,42642.95,42484.9,42493.04,114.5037,4865608.52
2024-01-01 04:06:00,42493.04,42578.55,42436.28,42533.96,105.9434,4506193.71
2024-01-01 04:07:00,42533.96,42601.37,42509.07,42592.1,26.5574,1131134.06
2024-01-01 04:08:00,42592.1,42616.59,42532.46,42589.55,10.1136,430735.31
2024-01-01 04:09:00,42589.55,42616.15,42501.44,42558.47,214.1516,9113967.35
2024-01-01 04:10:00,42558.47,42599.61,42429.65,42462.32,244.5049,10382247.11
2024-01-01 04:11:00,42462.32,42486.21,42417.01,42428.4,32.2956,1370251.1
2024-01-01 04:12:00,42428.4,42539.21,42388.63,42511.93,161.1427,6850487.33
2024-01-01 04:13:00,42511.93,42536.53,42464.72,42535.24,62.4051,2654415.57
2024-01-01 04:14:00,42535.24,42569.12,42441.35,42445.47,191.759,8139301.28
2024-01-01 04:15:00,42445.47,42458.42,42323.0,42375.18,83.4828,3537597.66
2024-01-01 04:16:00,42375.18,42429.22,42290.43,42290.6,214.8847,9087602.93
2024-01-01 04:17:00,42290.6,42298.4,42190.28,42205.32,45.2753,1910858.0
2024-01-01 04:18:00,42205.32,42245.52,42204.43,42243.98,197.9162,8360766.93
2024-01-01 04:19:00,42243.98,42263.4,42170.62,42181.08,14.995,632503.44
2024-01-01 04:20:00,42181.08,42270.66,42136.34,42239.09,120.109,5073294.99
2024-01-01 04:21:00,42239.09,42336.61,42232.55,42305.82,126.952,5370807.66
2024-01-01 04:22:00,42305.82,42415.32,42258.82,42412.72,217.0113,9204036.96
2024-01-01 04:23:00,42412.72,42445.35,42354.87,42417.86,17.0847,724696.52
2024-01-01 04:24:00,42417.86,42441.96,42371.65,42412.82,123.5867,5241659.32
2024-01-01 04:25:00,42412.82,42515.56,42407.97,42511.15,152.8578,6498158.79
2024-01-01 04:26:00,42511.15,42527.65,42368.93,42406.91,137.9924,5851831.24
2024-01-01 04:27:00,42406.91,42466.59,42333.12,42364.96,114.5214,4851695.01
2024-01-01 04:28:00,42364.96,42396.21,42322.85,42390.26,213.4926,9050006.33
2024-01-01 04:29:00,42390.26,42472.62,42347.01,42426.48,55.3257,2347275.46
2024-01-01 04:30:00,42426.48,42440.19,42394.52,42414.85,114.4677,4855131.63
2024-01-01 04:31:00,42414.85,42420.56,42369.08,42394.69,166.9468,7077655.48
2024-01-01 04:32:00,42394.69,42403.85,42309.14,42364.52,18.6491,790058.51
2024-01-01 04:33:00,42364.52,42449.74,42358.73,42444.15,185.2214,7861564.49
2024-01-01 04:34:00,42444.15,42552.35,42408.96,42518.97,141.2734,6006800.86
2024-01-01 04:35:00,42518.97,42526.3,42456.87,42478.09,167.0044,7094029.31
2024-01-01 04:36:00,42478.09,42590.24,42434.82,42538.15,242.1629,10301160.99
2024-01-01 04:37:00,42538.15,42583.35,42503.48,42562.25,54.7592,2330675.91
2024-01-01 04:38:00,42562.25,42613.32,42555.76,42599.87,211.6526,9016373.39
2024-01-01 04:39:00,42599.87,42645.63,42533.64,42568.08,202.1909,8606879.17
2024-01-01 04:40:00,42568.08,42709.39,42518.98,42650.92,154.1662,6575329.29
2024-01-01 04:41:00,42650.92,42686.74,42595.18,42685.17,207.7063,8865977.45
2024-01-01 04:42:00,42685.17,42695.99,42587.19,42629.36,78.6282,3351869.67
2024-01-01 04:43:00,42629.36,42629.72,42538.72,42590.91,142.4476,6066974.85
2024-01-01 04:44:00,42590.91,42599.43,42529.11,42567.1,9.603,408770.2
2024-01-01 04:45:00,42567.1,42639.08,42541.91,42626.17,86.5422,3688962.61
2024-01-01 04:46:00,42626.17,42669.47,42548.37,42594.98,142.7632,6080996.02
2024-01-01 04:47:00,42594.98,42598.14,42485.93,42495.37,155.2239,6596296.01
2024-01-01 04:48:00,42495.37,42553.45,42455.66,42537.12,122.4441,5208420.0
2024-01-01 04:49:00,42537.12,42553.51,42477.92,42523.21,30.2267,1285338.24
2024-01-01 04:50:00,42523.21,42540.21,42465.68,42506.39,122.6849,5214893.67
2024-01-01 04:51:00,42506.39,42549.23,42482.68,42546.51,150.6326,6408890.34
2024-01-01 04:52:00,42546.51,42564.59,42415.68,42428.35,36.0342,1528873.02
2024-01-01 04:53:00,42428.35,42448.04,42369.21,42369.68,187.2595,7934124.35
2024-01-01 04:54:00,42369.68,42392.49,42249.62,42291.84,126.0651,5331523.71
2024-01-01 04:55:00,42291.84,42420.22,42287.52,42371.85,215.7176,9140351.57
2024-01-01 04:56:00,42371.85,42372.97,42206.73,42262.0,215.8033,9120278.31
2024-01-01 04:57:00,42262.0,42314.59,42219.43,42280.18,105.5881,4464284.17
2024-01-01 04:58:00,42280.18,42281.43,42168.34,42187.82,200.7279,8468272.99
2024-01-01 04:59:00,42187.82,42266.1,42132.64,42216.17,23.8562,1007117.93
2024-01-01 05:00:00,42216.17,42313.45,42180.84,42298.85,131.9427,5581024.91
2024-01-01 05:01:00,42298.85,42317.47,42253.46,42273.83,84.601,3576409.4
2024-01-01 05:02:00,42273.83,42304.46,42187.34,42194.19,128.4681,5420607.35
2024-01-01 05:03:00,42194.19,42312.57,42150.54,42291.61,205.0993,8673977.05
2024-01-01 05:04:00,42291.61,42381.39,42282.82,42367.22,50.9234,2157482.99
2024-01-01 05:05:00,42367.22,42437.4,42327.89,42391.79,45.9322,1947149.95
2024-01-01 05:06:00,42391.79,42486.92,42346.53,42457.28,190.4495,8085968.27
2024-01-01 05:07:00,42457.28,42512.72,42411.14,42445.01,159.554,6772270.83
2024-01-01 05:08:00,42445.01,42526.75,42407.38,42474.9,39.4374,1675101.05
2024-01-01 05:09:00,42474.9,42501.43,42353.12,42371.29,70.1191,2971035.19
2024-01-01 05:10:00,42371.29,42401.73,42246.14,42264.77,114.0746,4821338.1
2024-01-01 05:11:00,42264.77,42314.67,42153.82,42158.42,216.334,9120300.3
2024-01-01 05:12:00,42158.42,42280.59,42128.0,42243.69,116.7525,4932056.27
2024-01-01 05:13:00,42243.69,42304.24,42189.94,42256.73,113.534,4797573.58
2024-01-01 05:14:00,42256.73,42370.19,42237.44,42331.08,119.956,5077867.42
2024-01-01 05:15:00,42331.08,42334.8,42241.08,42247.29,224.9835,9504941.32
2024-01-01 05:16:00,42247.29,42290.15,42179.44,42209.72,44.7946,1890767.74
2024-01-01 05:17:00,42209.72,42235.98,42122.81,42149.17,131.6415,5548581.01
